6	0.149522569	0.379166667	0.180121528	0.325694444
6	0.614800347	0.202256944	0.207899306	0.066319444
0	0.486545139	0.303993056	0.149305556	0.126736111
7	0.157335069	0.394444444	0.223524306	0.308333333
7	0.297960069	0.306770833	0.16796875	0.291319444
3	0.493055556	0.578125	0.423611111	0.134722222
4	0.297960069	0.306770833	0.16796875	0.291319444
10	0.113498264	0.559722222	0.196614583	0.134027778
10	0.046006944	0.568402778	0.074652778	0.0625
11	0.575086806	0.152951389	0.202256944	0.055902778
11	0.046006944	0.568402778	0.074652778	0.0625
