13	0.272695892	0.151674821	0.046945116	0.082800151
13	0.294615119	0.201543094	0.089402831	0.173503952
11	0.060062133	0.73955589	0.045564377	0.116672939
11	0.319641008	0.101618367	0.056610287	0.01656003
11	0.24594408	0.130974784	0.090783569	0.061723749
11	0.840352088	0.66635303	0.061788057	0.159954836
11	0.59751467	0.102559277	0.120814636	0.024463681
10	0.71125302	0.710575837	0.350362444	0.197967633
10	0.840352088	0.66635303	0.061788057	0.159954836
10	0.060062133	0.73955589	0.045564377	0.116672939
10	0.222989299	0.77700414	0.351397998	0.10801656
7	0.781325509	0.633044787	0.11149465	0.134738427
7	0.241456679	0.618366579	0.32274767	0.37109522
7	0.682084915	0.576778321	0.207110804	0.230711329
0	0.503106662	0.348889725	0.112875388	0.12721114
