10	0.13037109375	1.2952	0.05126953125	1.2952
10	1.82666015625	1.3956	0.06103515625	1.3956
0	1.1650390625	0.7052	0.115234375	0.7052
11	0.13037109375	1.2952	0.05126953125	1.2952
11	1.82666015625	1.3956	0.06103515625	1.3956
13	0.6259765625	1.1216	0.0634765625	1.1216
10	0.13037109375	1.2952	0.05126953125	1.2952
10	1.82666015625	1.3956	0.06103515625	1.3956
0	1.1650390625	0.7052	0.115234375	0.7052
11	0.13037109375	1.2952	0.05126953125	1.2952
11	1.82666015625	1.3956	0.06103515625	1.3956
13	0.6259765625	1.1216	0.0634765625	1.1216
10	0.065185546875	0.6476	0.05126953125	0.0696
10	0.913330078125	0.6978	0.06103515625	0.0636
0	0.58251953125	0.3526	0.115234375	0.1004
11	0.065185546875	0.6476	0.05126953125	0.0696
11	0.913330078125	0.6978	0.06103515625	0.0636
13	0.31298828125	0.5608	0.0634765625	0.064
10	0.065185546875	0.6476	0.05126953125	0.0696
0	0.58251953125	0.3526	0.115234375	0.1004
11	0.065185546875	0.6476	0.05126953125	0.0696
3	0.627685546875	0.6138	0.47216796875	0.1644
13	0.31298828125	0.5608	0.0634765625	0.064
6	0.345458984375	0.5322	0.19482421875	0.1476
