image_id,PredictionString
86fa4d1e5cc255212325d29ff77600fe,0 0.4999685287475586 1013.0 648.0 1415.0 1098.0 11 0.408203 1537.0 187.0 1961.0 288.0 0 0.398926 1367.0 622.0 1748.0 965.0 11 0.39698144793510437 742.0 158.0 979.0 208.0 5 0.2164305 280.0 417.0 1097.0 1836.0 3 0.1671145 951.0 1473.0 2113.0 1802.0 3 0.11675857752561569 447.0 1609.0 1619.0 1940.0 
a4b634d0e5c63f318bcd8dac6c029fc2,3 0.784541130065918 1219.0 1629.0 2272.0 1912.0 0 0.4999958276748657 1527.0 859.0 1813.0 1179.0 0 0.465576 1841.0 850.0 2147.0 1176.0 8 0.324219 2582.0 1358.0 2666.0 1435.0 7 0.135376 2565.0 1137.0 2629.0 1213.0 8 0.1260985 2565.0 1137.0 2629.0 1213.0 
33d6c3efe631dbef8424df136efa9412,3 0.18610264360904694 681.0 1330.0 1697.0 1700.0 11 0.15770497918128967 735.0 315.0 980.0 413.0 
cc0522c7e62e67cb9b26acede6e1d404,10 0.2749025 635.0 2440.0 735.0 2594.0 11 0.1713865 636.0 2439.0 735.0 2595.0 11 0.06396117061376572 1846.0 401.0 2246.0 515.0 
82f038aeccacf2b62fe9cd3fdc1776e8,3 0.48245659470558167 317.0 1421.0 1359.0 1844.0 3 0.4433595 741.0 1145.0 2149.0 1503.0 8 0.03651424124836922 1259.0 731.0 1351.0 860.0 
a3874b272553659e7d83cfaf09dad9e0,0 0.4999966025352478 982.0 698.0 1308.0 1040.0 3 0.4999087154865265 649.0 1500.0 1760.0 1949.0 2 0.4260255 1681.0 624.0 1844.0 833.0 
048ce999447fbb6a58ea17fac775288b,5 0.2227332890033722 1218.0 717.0 1713.0 2104.0 3 0.18271814286708832 581.0 1567.0 1676.0 2080.0 
605dd6be5c1776fcc2435dacb7f9bad1,8 0.1314695 1954.0 1046.0 2048.0 1104.0 
02199417ff2a400cff64249f0399f0d7,0 0.4997308552265167 1224.0 564.0 1566.0 921.0 3 0.4996844232082367 706.0 1279.0 1974.0 1669.0 11 0.49408549070358276 1651.0 260.0 2002.0 394.0 3 0.237427 1180.0 1020.0 2609.0 1456.0 5 0.08881965279579163 1189.0 1237.0 1690.0 1734.0 11 0.0676952451467514 847.0 251.0 1147.0 425.0 
3313b32f4a3d416440ef4509591ecc68,0 0.3084332346916199 951.0 654.0 1256.0 907.0 3 0.09442982822656631 533.0 1448.0 1500.0 1824.0 
6d63702f8b638639e72c9b72e504d45d,3 0.4034215807914734 561.0 1337.0 1673.0 1667.0 
8f87062bcd359f1d6ba0c6ab4e1ce2aa,0 0.49999409914016724 988.0 490.0 1252.0 777.0 3 0.4857875108718872 576.0 1066.0 1653.0 1367.0 11 0.17298480868339539 1471.0 211.0 1701.0 300.0 5 0.07621492445468903 1224.0 563.0 1919.0 1370.0 
fc30d2602692d0561aaa1f5cc14ca841,
6e07fab2014be723250f7897ab6e3df2,0 0.49983006715774536 1230.0 800.0 1564.0 1161.0 3 0.49674275517463684 927.0 1477.0 1992.0 1817.0 
3d4c07ae432d5834781d532d833d75ac,0 0.4999917149543762 789.0 624.0 1014.0 905.0 3 0.49964439868927 539.0 1292.0 1443.0 1557.0 9 0.41328126192092896 488.0 485.0 648.0 1008.0 
8545aad85354b8db7d5ce731a985a5dd,3 0.45940858125686646 630.0 1410.0 1689.0 1981.0 
cbefb01084be6c3ae418628c66cca996,0 0.49879539012908936 572.0 761.0 833.0 986.0 3 0.4955238997936249 452.0 1347.0 1284.0 1688.0 9 0.13271339237689972 258.0 472.0 539.0 789.0 7 0.09785224497318268 263.0 469.0 640.0 832.0 8 0.03581813722848892 235.0 493.0 615.0 817.0 9 0.027179352939128876 96.0 842.0 233.0 1182.0 
5dcc32890d8892aa5583f07b8308f6d9,0 0.49982649087905884 942.0 825.0 1127.0 1022.0 3 0.4991711974143982 586.0 1467.0 1379.0 1761.0 8 0.0778297558426857 1272.0 651.0 1436.0 779.0 
d387a31018cd8b772bbd64d35d2f5a24,9 0.10954348742961884 238.0 569.0 603.0 1558.0 
900b1f760a359497ccf2a17d08413357,
3cc3637e5b01e1fb105326b58dfc7fa2,3 0.08111856877803802 575.0 1602.0 1574.0 1947.0 
72cfa22b529d2ae71985b2636cb9baf8,3 0.9395385980606079 1146.0 1745.0 2122.0 2087.0 0 0.4996141195297241 1433.0 669.0 1673.0 996.0 0 0.3220215 1730.0 675.0 2006.0 1004.0 10 0.06908726692199707 1598.0 2133.0 1707.0 2371.0 7 0.06559169292449951 1836.0 469.0 2204.0 870.0 
7b821bff27b2f1508035d5d50a16cbcf,0 0.466797 1403.0 814.0 1774.0 1153.0 7 0.4362789988517761 458.0 1373.0 751.0 1566.0 9 0.43142810463905334 1271.0 464.0 1859.0 1566.0 3 0.388916 1140.0 1933.0 2368.0 2289.0 7 0.38831621408462524 1253.0 446.0 1809.0 1696.0 13 0.2180175 1719.0 776.0 2261.0 1429.0 13 0.160034 429.0 893.0 722.0 1111.0 1 0.13478359580039978 1273.0 468.0 1808.0 1521.0 9 0.06774654239416122 383.0 2426.0 783.0 2594.0 12 0.052947819232940674 1260.0 429.0 1875.0 1596.0 7 0.04471181333065033 38.0 1466.0 286.0 1753.0 4 0.028717586770653725 1260.0 552.0 1807.0 1508.0 
8fa99ab9d23eba8869ed9acd6429a0d5,9 0.15449818968772888 0.0 992.0 283.0 1474.0 7 0.08322339504957199 0.0 874.0 441.0 1465.0 3 0.061706651002168655 347.0 1123.0 1056.0 1457.0 
c76cc6842dd21b058883c74433af4df7,3 0.49788421392440796 491.0 1370.0 1355.0 1681.0 
1e4029a54dd47b7223885e14cc0e020f,3 0.8205838203430176 482.0 1246.0 1687.0 1783.0 3 0.3447265 861.0 995.0 2336.0 1441.0 7 0.17117486894130707 1386.0 339.0 1667.0 647.0 7 0.12422791123390198 1793.0 992.0 2304.0 1813.0 6 0.07286441326141357 1377.0 354.0 1686.0 703.0 2 0.06034436449408531 1445.0 389.0 1625.0 652.0 11 0.028165210038423538 1423.0 331.0 1678.0 617.0 
