image_id,PredictionString
002a34c58c5b758217ed1f584ccbcfe9,3 0.9812033772468567 516 1196 1564 1596 11 0.15966081619262695 1329 278 1612 363 11 0.1278318166732788 1361 253 1817 460 
004f33259ee4aef671c2b95d54e4be68,0 0.9998584985733032 964 585 1244 938 3 0.8785912990570068 635 1475 1536 1780 9 0.09058408439159393 704 42 1089 337 11 0.09144913405179977 2308 726 2365 838 
008bdde2af2462e86fd373a445d0f4cd,0 0.9999810457229614 1077 818 1390 1172 3 0.9654800295829773 776 1378 1616 1776 
009bc039326338823ca3aa84381f17f1,0 0.15741151571273804 731 473 984 791 0 0.08877776563167572 586 489 872 969 3 0.9921960830688477 420 1033 1310 1326 5 0.11949427425861359 0 501 487 1183 6 0.11853966116905212 0 516 474 1190 7 0.17208881676197052 38 577 451 1152 9 0.06649752706289291 328 375 504 489 9 0.06299757957458496 264 683 559 956 
00a2145de1886cb9eb88869c85d74080,0 0.9995229244232178 783 698 1016 948 0 0.13979937136173248 848 704 1120 938 3 0.9964244961738586 601 1285 1657 1653 
00b7e6bfa4dc1fe9ddd0ce74743e38c2,0 0.28327611088752747 1017 859 1303 1218 3 0.9485071897506714 711 1413 1600 1877 3 0.16140598058700562 843 1127 1921 1962 7 0.18828143179416656 1286 1407 1505 1808 7 0.05913034826517105 1140 1339 1490 1903 8 0.17187118530273438 1077 1382 1519 1896 9 0.21260830760002136 749 82 1140 479 9 0.1232372522354126 1074 1352 1557 1896 
011295e0bcdc7636569ab73bfdcc4450,11 0.0867069736123085 740 493 896 567 
013c169f9dad6f1f6485da961b9f7bf2,0 0.9999648332595825 941 721 1206 1006 1 0.09697732329368591 2079 933 2276 1564 3 0.17745323479175568 430 1671 1205 1995 4 0.11509236693382263 2066 964 2270 1572 7 0.4073738157749176 409 449 738 1283 7 0.1989893615245819 1104 533 1488 1278 7 0.13206717371940613 804 116 1018 606 9 0.8465203046798706 378 473 767 1283 9 0.12439581751823425 808 51 1024 603 9 0.08873697370290756 479 145 1008 1158 9 0.08803103119134903 948 417 1571 1208 9 0.06988920271396637 1652 738 1894 1199 9 0.05961110070347786 116 462 705 1391 9 0.0524393767118454 455 647 679 1269 9 0.050235819071531296 478 477 720 703 12 0.8478946685791016 1325 327 1669 622 12 0.16160732507705688 497 404 942 669 12 0.16000895202159882 49 240 709 2235 12 0.1056714579463005 373 327 792 1380 12 0.06405285745859146 128 446 672 1537 
01431a2618c0ace741e4e270a37e20b9,0 0.9997199177742004 1028 818 1276 1144 3 0.9978227615356445 764 1426 1736 1756 9 0.4019884765148163 23 1108 434 1559 11 0.10843893140554428 103 1091 378 1690 
0168eb925aa6f28a78b16134792f5d0e,0 0.09713321179151535 652 605 1264 1624 2 0.12562169134616852 1472 974 1626 1264 9 0.06092461943626404 400 1069 1118 1869 10 0.11037979274988174 702 1776 1176 2111 10 0.05120038241147995 653 1625 1310 2273 11 0.8303803205490112 733 1726 1168 2102 
016bc723c3ceedb78e27ebfe7032498e,0 0.9990599751472473 611 469 812 706 3 0.9766476154327393 367 1109 1184 1492 4 0.05357842892408371 0 919 311 1267 6 0.5823396444320679 0 940 358 1237 6 0.21776613593101501 0 962 137 1275 6 0.12445561587810516 0 1023 23 1227 6 0.09821560233831406 0 1013 62 1257 7 0.7178729176521301 0 910 331 1267 7 0.13012352585792542 737 872 1210 1428 7 0.06669474393129349 0 1046 24 1241 7 0.06513615697622299 0 954 135 1320 7 0.06250908225774765 2 1035 74 1253 10 0.1307504028081894 659 1083 874 1413 11 0.39771729707717896 335 231 546 313 
0171021638f9272a34a41feb84ed47a0,9 0.08616778999567032 1402 641 1630 867 
019df578e38053e614d483f7fb347b26,0 0.9998136162757874 1008 819 1323 1171 0 0.1478937268257141 968 841 1270 1069 3 0.05317055061459541 438 1798 1592 2287 5 0.09044963121414185 0 776 812 2126 5 0.0625670999288559 9 1285 375 2106 
