image_id,PredictionString
2a7272f9551b1b6248aba470735154aa,11 0.8818960785865784 1458.0 373.0 1882.0 547.0 9 0.6602360010147095 1149.0 1705.0 1360.0 2040.0 7 0.5060690641403198 50.0 441.0 736.0 2040.0 7 0.4839695394039154 1398.0 373.0 1886.0 553.0 7 0.4352158010005951 1163.0 511.0 1827.0 2110.0 6 0.4072897434234619 28.0 434.0 930.0 2035.0 7 0.3413322865962982 1877.0 522.0 2247.0 1335.0 5 0.2621164321899414 58.0 481.0 818.0 2047.0 6 0.21885091066360474 986.0 552.0 1724.0 2300.0 9 0.16285404562950134 0.0 1389.0 462.0 1950.0 4 0.1194654256105423 1018.0 560.0 1732.0 2268.0 5 0.07422532141208649 1015.0 516.0 1758.0 2305.0 9 0.07382333278656006 1083.0 465.0 1783.0 1984.0 8 0.05842171609401703 1870.0 775.0 2168.0 1307.0 3 0.045593615621328354 526.0 1667.0 1538.0 2078.0 0 0.04544000327587128 848.0 821.0 1230.0 1240.0 1 0.03893926367163658 1365.0 375.0 1841.0 574.0 9 0.025450320914387703 827.0 425.0 1097.0 889.0 
0a1addecfc432a1b425d61fe57bc29d2,3 0.954119861125946 430.0 1512.0 1430.0 1894.0 6 0.05023306608200073 1274.0 978.0 1539.0 1161.0 8 0.0369068942964077 1362.0 633.0 1435.0 706.0 
3b742aa4d975709f2dada47203639704,5 0.2922934591770172 0.0 1850.0 236.0 2199.0 6 0.28669261932373047 0.0 1874.0 241.0 2188.0 7 0.13219308853149414 0.0 1861.0 256.0 2225.0 12 0.03352636471390724 406.0 335.0 1274.0 961.0 
7849964d63a43175008dd8a127175e19,0 0.9999918341636658 649.0 568.0 933.0 866.0 3 0.9988986253738403 391.0 1119.0 1157.0 1346.0 9 0.3392791152000427 148.0 595.0 374.0 1062.0 4 0.13519278168678284 111.0 624.0 373.0 1051.0 1 0.08868204057216644 109.0 631.0 368.0 1059.0 2 0.042997732758522034 119.0 610.0 377.0 988.0 9 0.03255647420883179 376.0 555.0 536.0 1107.0 11 0.032317183911800385 110.0 589.0 363.0 1005.0 11 0.025842685252428055 943.0 371.0 1087.0 420.0 
05857909cbf214a6cbdef5306e18d48e,0 0.999949038028717 718.0 645.0 907.0 906.0 3 0.9999232888221741 393.0 1355.0 1217.0 1637.0 
9cc192f463444b9a3a17afb845146496,0 0.9999684691429138 996.0 812.0 1237.0 1116.0 3 0.989226222038269 437.0 1545.0 1405.0 1933.0 11 0.8894870281219482 1404.0 417.0 1717.0 489.0 11 0.8125537633895874 1577.0 424.0 1839.0 476.0 
85bda836908ce9aa420b408de60d12b9,0 0.9999191164970398 988.0 835.0 1281.0 1170.0 9 0.4327455759048462 435.0 1059.0 1027.0 2501.0 7 0.26621106266975403 1110.0 1762.0 1313.0 2079.0 7 0.23015864193439484 1441.0 1117.0 1572.0 1233.0 5 0.0659046545624733 116.0 802.0 931.0 2164.0 8 0.06359481066465378 1438.0 1122.0 1557.0 1234.0 3 0.04774472489953041 545.0 1621.0 1476.0 2193.0 9 0.026969455182552338 1437.0 1434.0 1679.0 1722.0 
bdf81a571d4164c54e1d57e870bab752,3 0.9996563196182251 696.0 1593.0 1650.0 1921.0 0 0.36452716588974 854.0 992.0 1143.0 1395.0 8 0.04180983081459999 894.0 1015.0 1192.0 1336.0 
d5bce42a9f926d6fd3b968164bab99b2,0 0.999945342540741 1285.0 651.0 1585.0 969.0 3 0.9997628927230835 1017.0 1195.0 2191.0 1597.0 11 0.6623570322990417 1669.0 424.0 2062.0 542.0 6 0.05424192547798157 424.0 861.0 821.0 1269.0 
b9caeb519529294311110360f5c59a7c,11 0.8314405679702759 1985.0 676.0 2260.0 787.0 11 0.6824711561203003 1586.0 676.0 1852.0 765.0 7 0.02909761294722557 1573.0 674.0 1804.0 757.0 
c6829051ecb281656c987fa2cfe5c706,3 0.7362227439880371 541.0 1372.0 1458.0 1766.0 10 0.4853511154651642 948.0 1191.0 1414.0 1687.0 9 0.09302147477865219 898.0 1265.0 1462.0 1743.0 9 0.0824429914355278 213.0 588.0 624.0 1104.0 8 0.05846959352493286 276.0 599.0 544.0 1123.0 6 0.052564896643161774 1010.0 921.0 1377.0 1473.0 9 0.0439608208835125 534.0 524.0 731.0 999.0 7 0.033962681889534 955.0 1265.0 1310.0 1671.0 
03f4ef7ff19190f220b13c0059ac506b,11 0.06607883423566818 621.0 448.0 757.0 592.0 
57a32a219495bdff5cd72597688a46d2,3 0.9999542832374573 410.0 1396.0 1224.0 1698.0 0 0.997732937335968 651.0 721.0 865.0 964.0 9 0.20376542210578918 43.0 545.0 373.0 1697.0 2 0.17577537894248962 688.0 751.0 819.0 921.0 7 0.12923061847686768 31.0 685.0 407.0 1618.0 8 0.034366220235824585 31.0 712.0 388.0 1574.0 5 0.02956436015665531 47.0 691.0 389.0 1634.0 
56f24c084776e6bef2576015b4caf11d,0 0.33325275778770447 699.0 645.0 870.0 893.0 3 0.15455807745456696 392.0 1309.0 1203.0 1696.0 
c5862a6925bc6ecf894a73710cdf6b79,3 0.8805722594261169 433.0 1275.0 1130.0 1570.0 0 0.447421133518219 743.0 726.0 939.0 938.0 3 0.042307332158088684 972.0 1322.0 1653.0 1624.0 6 0.04149673134088516 1194.0 1329.0 1386.0 1613.0 
311301e3ac19b4b8eda85672e625b2e8,3 0.8657522201538086 585.0 1265.0 1583.0 1623.0 11 0.028513943776488304 516.0 286.0 814.0 379.0 9 0.027468249201774597 1160.0 1275.0 1411.0 1586.0 
4dc355ac95a17cd1a361779cba717ade,3 0.9835003614425659 358.0 1840.0 1525.0 2331.0 0 0.6428377032279968 856.0 960.0 1120.0 1330.0 11 0.10440139472484589 608.0 401.0 949.0 523.0 
945654132299ed39a4001917a63442b5,11 0.9214984774589539 410.0 211.0 694.0 309.0 9 0.03400103375315666 243.0 405.0 324.0 517.0 8 0.029727188870310783 243.0 414.0 328.0 518.0 
69fa47c3c46618fe8c58966a2cc66aef,0 0.9999895691871643 857.0 773.0 1086.0 1038.0 3 0.9992424845695496 479.0 1407.0 1370.0 1741.0 11 0.12673154473304749 1136.0 483.0 1246.0 554.0 
dced277332a27527f4796aafd7a45152,3 0.9948464035987854 396.0 1365.0 1298.0 1765.0 11 0.16856719553470612 620.0 420.0 918.0 486.0 
14ca70006ecaf4d16690279c2ef6b6d5,3 0.9837183952331543 608.0 1570.0 1414.0 1866.0 0 0.1475275605916977 815.0 839.0 1079.0 1185.0 9 0.02666204795241356 322.0 1086.0 565.0 1712.0 
435c653f95dd47326063ff145a0fa82e,7 0.6831216812133789 116.0 739.0 530.0 1485.0 6 0.5028526186943054 231.0 508.0 748.0 1468.0 10 0.25220561027526855 0.0 1274.0 349.0 1693.0 9 0.1687711477279663 66.0 894.0 387.0 1422.0 7 0.16682693362236023 542.0 455.0 1022.0 1627.0 9 0.14578333497047424 744.0 686.0 1158.0 1689.0 5 0.14195890724658966 181.0 495.0 687.0 1444.0 3 0.09881258010864258 545.0 1127.0 1209.0 1606.0 6 0.09837959706783295 99.0 755.0 458.0 1427.0 5 0.05464605242013931 733.0 467.0 1134.0 1613.0 8 0.03606479614973068 731.0 392.0 1156.0 1022.0 7 0.03539373725652695 862.0 1102.0 1144.0 1585.0 6 0.03158509358763695 287.0 582.0 529.0 855.0 9 0.031224243342876434 396.0 652.0 677.0 1420.0 
c654ed5ce9230aa6abef4e46f43b622a,0 0.9998694658279419 948.0 630.0 1271.0 957.0 3 0.9316474199295044 475.0 1428.0 1643.0 2100.0 9 0.05803896114230156 420.0 556.0 856.0 2244.0 
88555f70eddbd1b7f5153f78c180a3f3,0 0.9986519813537598 751.0 624.0 1088.0 1010.0 7 0.5566102266311646 42.0 736.0 449.0 1443.0 3 0.5003129243850708 324.0 1467.0 1398.0 1895.0 4 0.27326685190200806 33.0 669.0 489.0 1409.0 5 0.24741564691066742 17.0 653.0 377.0 1605.0 6 0.22674113512039185 51.0 699.0 556.0 1517.0 8 0.22667446732521057 68.0 677.0 454.0 1321.0 9 0.17443996667861938 688.0 223.0 1065.0 1162.0 9 0.10387638211250305 66.0 846.0 409.0 1365.0 7 0.03772049397230148 1012.0 968.0 1242.0 1213.0 6 0.0319208987057209 1006.0 962.0 1246.0 1219.0 
