image_id,PredictionString
002a34c58c5b758217ed1f584ccbcfe9,0 0.9977626800537109 768 682 1020 997 3 0.9999377727508545 586 1185 1595 1600 11 0.9163628220558167 1311 285 1614 357 
004f33259ee4aef671c2b95d54e4be68,0 0.9999960660934448 958 588 1238 935 0 0.054808109998703 654 1396 1525 1801 3 0.9766860604286194 595 1471 1497 1792 
008bdde2af2462e86fd373a445d0f4cd,0 0.9999995231628418 1076 820 1390 1162 3 0.9996297359466553 728 1360 1540 1747 
009bc039326338823ca3aa84381f17f1,0 0.9995366334915161 661 477 879 891 1 0.0790434405207634 13 578 467 1171 3 0.9999167919158936 433 1042 1315 1317 4 0.5982345342636108 7 713 295 1109 4 0.25754669308662415 9 635 464 1057 6 0.3800337016582489 4 565 477 1184 6 0.08188071846961975 1973 1060 1994 1325 7 0.8154162168502808 0 680 305 1188 7 0.11612238734960556 0 486 444 1225 8 0.11948301643133163 1836 584 1877 627 8 0.05757995322346687 1845 570 1901 621 9 0.09503407031297684 281 589 497 1102 
00a2145de1886cb9eb88869c85d74080,0 0.9999890327453613 793 706 1016 959 3 0.9999644756317139 527 1296 1547 1656 3 0.2368457019329071 959 1332 1860 1630 
00b7e6bfa4dc1fe9ddd0ce74743e38c2,3 0.9999006986618042 720 1436 1641 1892 8 0.06937354058027267 1073 1444 1502 1925 
011295e0bcdc7636569ab73bfdcc4450,14 1 0 0 1 1
013c169f9dad6f1f6485da961b9f7bf2,0 0.9999996423721313 933 722 1213 1016 3 0.15054242312908173 421 1649 1156 1977 7 0.1302197277545929 1177 550 1487 1245 9 0.7818436622619629 378 351 749 1426 12 0.09320295602083206 4 357 587 2180 
01431a2618c0ace741e4e270a37e20b9,0 0.999950647354126 1027 830 1256 1176 3 0.9998675584793091 743 1432 1721 1756 
0168eb925aa6f28a78b16134792f5d0e,9 0.139228954911232 1334 850 1713 1384 
016bc723c3ceedb78e27ebfe7032498e,0 0.9751819968223572 608 474 799 719 0 0.8684719800949097 528 470 748 732 3 0.9959457516670227 360 1109 1188 1487 3 0.061240166425704956 425 1228 1125 1561 6 0.6595820188522339 0 911 343 1274 6 0.4899916350841522 7 934 182 1292 7 0.8613922595977783 0 882 299 1283 7 0.11767817288637161 3 971 130 1287 7 0.07457060366868973 0 1044 88 1268 9 0.08511172235012054 1035 620 1188 798 11 0.12972621619701385 346 228 568 300 
0171021638f9272a34a41feb84ed47a0,9 0.08786720037460327 1447 677 1749 885 
019df578e38053e614d483f7fb347b26,0 0.9999923706054688 993 829 1317 1187 
01ded16689539deb30d0981fafd18465,9 0.31550079584121704 46 1592 211 1861 
01eb30a37b6f5fed8a8d3ab2d1c0a7d6,0 0.9995827078819275 836 458 1275 866 3 0.9925771355628967 314 1251 1333 1597 3 0.8201781511306763 701 1234 1863 1674 3 0.1407509595155716 556 956 1843 1735 5 0.9639220833778381 1155 307 1695 1666 5 0.11288375407457352 1062 884 1463 1294 9 0.20083317160606384 1068 1443 1748 1741 9 0.1293342411518097 968 157 1848 1880 9 0.08663579821586609 1218 346 1676 1828 
01f8f17dba6c5e67ba5bcf30ce70ea3f,0 0.8667126893997192 1161 725 1465 1035 3 0.976958155632019 801 1331 1834 1807 7 0.22907988727092743 289 1026 796 1533 7 0.17187878489494324 312 1145 660 1465 
02199417ff2a400cff64249f0399f0d7,0 0.9999819993972778 1191 568 1565 935 3 0.9998891353607178 706 1268 1979 1679 5 0.08312280476093292 1264 1222 1754 1752 9 0.12405064702033997 1350 1095 1837 1720 9 0.05136093869805336 2227 1656 2642 2692 11 0.976367175579071 1641 259 2008 380 11 0.09711039811372757 768 236 1168 423 
022a62478444fedf2dea1ba91aafdc48,0 0.16029098629951477 1382 710 1594 940 3 0.9596501588821411 811 1387 1823 1820 
02425334e92510da663eb913ad0632ea,0 0.999993085861206 1364 677 1669 1003 2 0.07643143087625504 1429 758 1496 878 2 0.07096777111291885 1370 784 1428 883 3 0.30938994884490967 933 1544 1894 1860 9 0.08260630071163177 1356 1640 1977 1984 
024e693014e70d448f650267bed661ae,3 0.9983709454536438 613 1531 1667 1937 
0271d381c3e88527721efcfaf518be71,0 0.9953128099441528 1017 789 1324 1089 3 0.5472453832626343 427 1761 1502 2240 5 0.5516078472137451 0 1091 436 2144 9 0.08023634552955627 1060 1436 1404 1986 11 0.18336689472198486 1533 378 1972 599 
0291515f5d14c34180a15712a55bf7bd,0 0.9999984502792358 1064 759 1368 1064 3 0.999595582485199 755 1522 1700 1801 
02b0ad6e22487b7e3f08093c42444b0f,0 0.9979668259620667 661 607 820 851 11 0.28662753105163574 772 328 971 377 11 0.05227223411202431 843 324 938 369 
02d04b6b6883fd92c12a3dde5d2ff6c0,0 0.9994934797286987 1047 782 1479 1153 3 0.996425449848175 700 1788 1930 2174 5 0.9283186793327332 1344 624 2029 2176 5 0.24407444894313812 0 1105 512 1995 5 0.08787835389375687 1470 830 1953 1825 7 0.48362308740615845 0 1209 437 1860 7 0.21717961132526398 10 1334 265 1705 7 0.0713123083114624 0 1015 569 2025 9 0.0693686231970787 1601 598 2203 2571 
034814210bf2105ecb3e7ed6876f43e9,14 1 0 0 1 1
034b98d64dc012298afb3d33fe880193,0 0.9999210834503174 1069 488 1316 743 3 0.9886243343353271 729 1150 1650 1426 9 0.05747488886117935 918 275 1193 817 11 0.15948425233364105 1398 111 1676 175 
