image_id,PredictionString
002a34c58c5b758217ed1f584ccbcfe9,0 0.9607261419296265 766 680 1007 996 3 0.9997227787971497 518 1198 1573 1606 
004f33259ee4aef671c2b95d54e4be68,0 0.9999978542327881 956 589 1235 933 3 0.999256432056427 584 1479 1521 1808 
008bdde2af2462e86fd373a445d0f4cd,0 0.9999991655349731 1084 817 1385 1168 3 0.9998983144760132 714 1378 1540 1762 
009bc039326338823ca3aa84381f17f1,0 0.7944532632827759 669 478 898 894 0 0.2778964042663574 716 491 945 784 0 0.10709546506404877 576 522 875 995 1 0.10421072691679001 34 559 479 1167 3 0.9999762773513794 436 1051 1312 1317 4 0.17680591344833374 0 607 458 1124 5 0.22463807463645935 0 582 485 1185 6 0.29597631096839905 0 594 475 1132 7 0.8173325657844543 0 634 368 1158 8 0.06150458753108978 1836 573 1879 615 9 0.1600712686777115 4 561 434 1167 
00a2145de1886cb9eb88869c85d74080,0 0.9999933242797852 796 711 1009 958 3 0.9999628067016602 522 1302 1557 1659 11 0.09812604635953903 1060 1692 1142 1818 
00b7e6bfa4dc1fe9ddd0ce74743e38c2,0 0.09101179242134094 1032 872 1275 1157 3 0.9998869895935059 729 1448 1645 1873 9 0.266473650932312 1080 506 1362 1090 
011295e0bcdc7636569ab73bfdcc4450,11 0.12334447354078293 344 607 415 672 
013c169f9dad6f1f6485da961b9f7bf2,0 0.9999996423721313 934 721 1211 1019 3 0.409985214471817 443 1662 1195 1969 5 0.17821438610553741 1172 615 1515 1240 7 0.23900796473026276 1143 607 1520 1172 7 0.1352120190858841 377 406 774 1204 9 0.9538599848747253 334 394 772 1271 9 0.1666606068611145 207 428 562 1184 9 0.09738963842391968 439 489 708 733 
01431a2618c0ace741e4e270a37e20b9,0 0.9999903440475464 1033 828 1265 1159 3 0.9997879862785339 764 1432 1743 1754 9 0.15382066369056702 846 374 1080 538 11 0.12164689600467682 1378 1820 1449 1978 
0168eb925aa6f28a78b16134792f5d0e,0 0.07945579290390015 1449 878 1748 1329 9 0.14265553653240204 1379 858 1749 1382 
016bc723c3ceedb78e27ebfe7032498e,0 0.9954473376274109 573 470 778 726 3 0.9945302605628967 359 1103 1179 1467 6 0.06705757230520248 0 920 327 1258 7 0.2592391073703766 0 888 312 1265 
0171021638f9272a34a41feb84ed47a0,9 0.10314875096082687 1414 665 1742 874 
019df578e38053e614d483f7fb347b26,0 0.9999878406524658 1004 827 1326 1177 3 0.2987622320652008 421 1813 1599 2166 
01ded16689539deb30d0981fafd18465,11 0.08985304832458496 1163 1891 1267 1982 
01eb30a37b6f5fed8a8d3ab2d1c0a7d6,0 0.9977645874023438 819 455 1281 851 3 0.996614396572113 278 1279 1290 1594 3 0.8023417592048645 729 1241 1919 1691 5 0.6190264225006104 1194 381 1688 1750 9 0.0733521357178688 1085 506 1749 1986 9 0.053017280995845795 1124 1439 1752 1746 
01f8f17dba6c5e67ba5bcf30ce70ea3f,0 0.8641473054885864 1176 722 1469 1038 3 0.9962090253829956 791 1343 1826 1818 
02199417ff2a400cff64249f0399f0d7,0 0.9999717473983765 1174 561 1570 943 3 0.9997829794883728 688 1293 1942 1674 11 0.942394495010376 1644 252 2008 424 11 0.2134159356355667 1658 256 2118 509 11 0.12837086617946625 808 249 1162 426 11 0.08118100464344025 1679 257 1944 371 
022a62478444fedf2dea1ba91aafdc48,0 0.1059003472328186 1389 719 1592 932 3 0.927872359752655 817 1391 1837 1817 6 0.053761355578899384 2720 1148 2872 1367 
02425334e92510da663eb913ad0632ea,0 0.9999964237213135 1376 673 1675 1004 2 0.4475601315498352 1431 782 1495 885 2 0.18790563941001892 1402 772 1517 873 2 0.10696583986282349 1378 778 1440 881 2 0.061317071318626404 1370 792 1414 879 3 0.9430338740348816 940 1555 1918 1864 9 0.15258386731147766 1285 1645 1970 1930 
024e693014e70d448f650267bed661ae,0 0.23930679261684418 955 730 1165 1013 3 0.9995959401130676 601 1553 1673 1950 
0271d381c3e88527721efcfaf518be71,0 0.9994574189186096 1004 795 1306 1067 2 0.45267346501350403 1036 818 1230 994 2 0.2606878876686096 1066 854 1170 965 2 0.05670228600502014 1052 842 1125 962 3 0.8259666562080383 409 1718 1506 2244 5 0.6472278237342834 0 1135 460 2131 5 0.1333996057510376 1180 897 1759 2411 
0291515f5d14c34180a15712a55bf7bd,0 0.9999983310699463 1056 754 1369 1059 3 0.9996647834777832 740 1549 1685 1808 
02b0ad6e22487b7e3f08093c42444b0f,0 0.9986074566841125 667 611 823 852 11 0.22339117527008057 796 327 970 372 
02d04b6b6883fd92c12a3dde5d2ff6c0,0 0.9998468160629272 1064 779 1458 1157 3 0.9434888958930969 573 1750 1886 2194 5 0.8515268564224243 1408 593 2185 2187 5 0.28631871938705444 0 938 583 2075 5 0.24961614608764648 1226 803 1978 1955 9 0.18209001421928406 1545 651 2290 2440 9 0.15275423228740692 1076 416 2626 2472 
034814210bf2105ecb3e7ed6876f43e9,5 0.06657169759273529 1037 1314 1282 1833 11 0.07166256755590439 1197 576 1354 611 
034b98d64dc012298afb3d33fe880193,0 0.999618649482727 1077 483 1323 732 3 0.9956483244895935 706 1149 1647 1435 9 0.11829745769500732 922 277 1181 817 11 0.3754251301288605 1482 106 1703 169 11 0.09960373491048813 1383 116 1662 175 
037503b94eb68a16587a78bce365e681,0 0.9999958276748657 926 573 1344 944 3 0.9999070167541504 687 1185 1803 1727 5 0.849578857421875 45 751 562 1416 9 0.23422572016716003 0 1367 391 1743 9 0.1277502328157425 33 1002 545 1723 11 0.21405602991580963 652 322 967 417 11 0.07635961472988129 1450 375 1615 506 
037dc0be7504c7d1c5ff967f4a0a491a,5 0.1577802300453186 1667 736 2361 1616 
0386d9b8234215dc50eb1f66eb206d85,0 0.9651510119438171 707 550 850 769 7 0.6998388171195984 114 430 523 1481 8 0.12840723991394043 104 431 550 1398 9 0.06492311507463455 117 426 554 1392 
038f69f3cf0aaa00c9d7337be434f316,4 0.06968910992145538 1943 1542 2317 2032 7 0.5094323754310608 1952 1520 2290 2030 9 0.05200282111763954 1952 1530 2261 1974 11 0.06930823624134064 676 614 825 699 
03a2e400656f58841beb7f62584ee3e9,3 0.5361402630805969 417 1381 1244 1749 5 0.06065952405333519 0 1223 523 1699 11 0.07947742193937302 551 455 738 486 
03a395d9fc03a6f8c5a50e693c20ab15,3 0.9788097739219666 451 1296 1231 1602 
03aca410943c7f131b16572f03ee2cf6,0 0.9992501139640808 863 654 1335 1094 3 0.9976763129234314 567 1296 1894 1743 
